,Name,Link,Phone
2931,Northern Branch,https://www.sanmateocourt.org/general_info/locations_and_contact_info/northern_branch.php,(650) 261-5100
2932,Juvenile Branch,https://www.sanmateocourt.org/general_info/locations_and_contact_info/juvenile_branch.php,(650) 261-5100
2933,Banning Justice Center,https://www.riverside.courts.ca.gov/bldgs/banning.shtml,(951) 572-5408
2934,Blythe Courthouse,https://www.riverside.courts.ca.gov/bldgs/blythe.shtml,(760) 775-8500
2935,Corona Courthouse,https://www.riverside.courts.ca.gov/bldgs/corona.shtml,(951) 777-3147
2936,Hemet Courthouse,https://www.riverside.courts.ca.gov/bldgs/hemet.shtml,(951) 306-3561
2937,Indio Juvenile,https://www.riverside.courts.ca.gov/bldgs/indiojuv.shtml,(760)393-2617
2938,Larson Justice Center,https://www.riverside.courts.ca.gov/bldgs/larson.shtml,(760)393-2617
2939,Moreno Valley Courthouse,https://www.riverside.courts.ca.gov/bldgs/moval.shtml,(951)777-3147
2940,Southwest Justice Center,https://www.riverside.courts.ca.gov/bldgs/swjc.shtml,(951)704-7634
2941,Southwest Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/SouthwestJuvenileCourt.shtml,(951)704-7634
2942,Palm Springs Courthouse,https://www.riverside.courts.ca.gov/bldgs/palmsprings.shtml,(760) 393-2617
2943,Riverside Family Law Courthouse,https://www.riverside.courts.ca.gov/bldgs/rivfamlaw.shtml,(951) 777-3147
2944,Riverside Hall of Justice,https://www.riverside.courts.ca.gov/bldgs/hoj.shtml,(951) 777-3147
2945,Riverside Historic Courthouse,https://www.riverside.courts.ca.gov/bldgs/historic.shtml,(951) 777-3147
2946,Riverside Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/rivjuv.shtml,(951) 777-3147
2947,Temecula Courthouse,https://www.riverside.courts.ca.gov/bldgs/temecula.shtml,(951) 704-7634
2948,Riverside Self-Help Center,https://www.riverside.courts.ca.gov/SelfHelp/SelfHelpInfoCenters/self-help-info-centers.php,
2949,Banning Justice Center,https://www.riverside.courts.ca.gov/bldgs/banning.shtml,(951) 572-5408
2950,Blythe Courthouse,https://www.riverside.courts.ca.gov/bldgs/blythe.shtml,(760) 775-8500
2951,Corona Courthouse,https://www.riverside.courts.ca.gov/bldgs/corona.shtml,(951) 777-3147
2952,Hemet Courthouse,https://www.riverside.courts.ca.gov/bldgs/hemet.shtml,(951) 306-3561
2953,Indio Juvenile,https://www.riverside.courts.ca.gov/bldgs/indiojuv.shtml,(760)393-2617
2954,Larson Justice Center,https://www.riverside.courts.ca.gov/bldgs/larson.shtml,(760)393-2617
2955,Moreno Valley Courthouse,https://www.riverside.courts.ca.gov/bldgs/moval.shtml,(951)777-3147
2956,Southwest Justice Center,https://www.riverside.courts.ca.gov/bldgs/swjc.shtml,(951)704-7634
2957,Southwest Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/SouthwestJuvenileCourt.shtml,(951)704-7634
2958,Palm Springs Courthouse,https://www.riverside.courts.ca.gov/bldgs/palmsprings.shtml,(760) 393-2617
2959,Riverside Family Law Courthouse,https://www.riverside.courts.ca.gov/bldgs/rivfamlaw.shtml,(951) 777-3147
2960,Riverside Hall of Justice,https://www.riverside.courts.ca.gov/bldgs/hoj.shtml,(951) 777-3147
2961,Riverside Historic Courthouse,https://www.riverside.courts.ca.gov/bldgs/historic.shtml,(951) 777-3147
2962,Riverside Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/rivjuv.shtml,(951) 777-3147
2963,Temecula Courthouse,https://www.riverside.courts.ca.gov/bldgs/temecula.shtml,(951) 704-7634
2964,Riverside Self-Help Center,https://www.riverside.courts.ca.gov/SelfHelp/SelfHelpInfoCenters/self-help-info-centers.php,
2965,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
2966,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
2967,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
2968,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
2969,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
2970,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
2971,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
2972,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
2973,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
2974,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
2975,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
2976,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
2977,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
2978,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
2979,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
2980,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
2981,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
2982,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
2983,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
2984,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
2985,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
2986,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
2987,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
2988,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
2989,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
2990,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
2991,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
2992,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
2993,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
2994,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
2995,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
2996,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
2997,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
2998,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
2999,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
3000,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
3001,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
3002,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
3003,North Butte County Courthouse,http://www.buttecourt.ca.gov/Information/Courthouses/NCCH/,(530) 532-7002
3004,Butte County Courthouse,http://www.buttecourt.ca.gov/Information/Courthouses/BCCH/,(530) 532-7002
3005,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
3006,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
3007,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
3008,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
3009,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
3010,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
3011,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
3012,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
3013,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
3014,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
3015,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
3016,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
3017,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
3018,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
3019,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
3020,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
3021,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
3022,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
3023,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
3024,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
3025,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
3026,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
3027,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
3028,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
3029,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
3030,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
3031,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
3032,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
3033,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
3034,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
3035,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
3036,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
3037,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
3038,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
3039,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
3040,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
3041,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
3042,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
3043,Fresno Superior Courthouse Downtown Location,http://www.fresno.courts.ca.gov/courthouses/#1,(559) 457-2000
3044,B. F. Sisk Courthouse,http://www.fresno.courts.ca.gov/courthouses/#20,(559) 457-2000
3045,"""M"" Street Courthouse",http://www.fresno.courts.ca.gov/courthouses/#19,(559) 457-1700
3046,ACTION Center (After Criminal Traffic Infraction One-Stop Network),http://www.fresno.courts.ca.gov/courthouses/#2,
3047,Archives Facility,http://www.fresno.courts.ca.gov/courthouses/#3,(559) 457-4903
3048,Criminal Courts Departments 95 & 96,http://www.fresno.courts.ca.gov/courthouses/#21,(559) 457-2000
3049,Juvenile Delinquency Court,http://www.fresno.courts.ca.gov/courthouses/#4,(559) 457-4810
3050,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
3051,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
3052,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
3053,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
3054,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
3055,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
3056,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
3057,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
3058,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
3059,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
3060,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
3061,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
3062,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
3063,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
3064,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
3065,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
3066,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
3067,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
3068,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
3069,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
3070,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
3071,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
3072,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
3073,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
3074,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
3075,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
3076,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
3077,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
3078,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
3079,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
3080,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
3081,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
3082,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
3083,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
3084,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
3085,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
3086,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
3087,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
3088,Criminal Branch,https://www.slo.courts.ca.gov/gi/contact-location.htm,(805) 706-3600
3089,Civil & Family Law Branch,https://www.slo.courts.ca.gov/gi/contact-location.htm,(805) 706-3600
3090,Grover Beach Branch,https://www.slo.courts.ca.gov/gi/contact-location.htm,(805) 706-3600
3091,Veterans Memorial Branch,https://www.slo.courts.ca.gov/gi/contact-location.htm,(805) 706-3600
3092,Paso Robles Branch,https://www.slo.courts.ca.gov/gi/contact-location.htm,(805) 706-3600
3093,Main Courthouse,https://www.stanct.org/main-courthouse,(209) 530-3100
3094,City Towers Courthouse,https://www.stanct.org/city-towers-courthouse-civil,(209) 530-3100
3095,Turlock Division,https://www.stanct.org/turlock-court-small-claims-ud,(209) 530-3100
3096,Traffic Court,https://www.stanct.org/traffic-court,"(209) 530-3100, option 1"
3097,Juvenile Court,https://www.stanct.org/juvenile-court,(209) 530-3100
3098,Banning Justice Center,https://www.riverside.courts.ca.gov/bldgs/banning.shtml,(951) 572-5408
3099,Blythe Courthouse,https://www.riverside.courts.ca.gov/bldgs/blythe.shtml,(760) 775-8500
3100,Corona Courthouse,https://www.riverside.courts.ca.gov/bldgs/corona.shtml,(951) 777-3147
3101,Hemet Courthouse,https://www.riverside.courts.ca.gov/bldgs/hemet.shtml,(951) 306-3561
3102,Indio Juvenile,https://www.riverside.courts.ca.gov/bldgs/indiojuv.shtml,(760)393-2617
3103,Larson Justice Center,https://www.riverside.courts.ca.gov/bldgs/larson.shtml,(760)393-2617
3104,Moreno Valley Courthouse,https://www.riverside.courts.ca.gov/bldgs/moval.shtml,(951)777-3147
3105,Southwest Justice Center,https://www.riverside.courts.ca.gov/bldgs/swjc.shtml,(951)704-7634
3106,Southwest Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/SouthwestJuvenileCourt.shtml,(951)704-7634
3107,Palm Springs Courthouse,https://www.riverside.courts.ca.gov/bldgs/palmsprings.shtml,(760) 393-2617
3108,Riverside Family Law Courthouse,https://www.riverside.courts.ca.gov/bldgs/rivfamlaw.shtml,(951) 777-3147
3109,Riverside Hall of Justice,https://www.riverside.courts.ca.gov/bldgs/hoj.shtml,(951) 777-3147
3110,Riverside Historic Courthouse,https://www.riverside.courts.ca.gov/bldgs/historic.shtml,(951) 777-3147
3111,Riverside Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/rivjuv.shtml,(951) 777-3147
3112,Temecula Courthouse,https://www.riverside.courts.ca.gov/bldgs/temecula.shtml,(951) 704-7634
3113,Riverside Self-Help Center,https://www.riverside.courts.ca.gov/SelfHelp/SelfHelpInfoCenters/self-help-info-centers.php,
3114,Hall of Justice,http://sonoma.courts.ca.gov/info/locations#HOJ,(707) 521-6500
3115,Civil and Family Law Courthouse,http://sonoma.courts.ca.gov/info/locations#ECA2,(707) 521-6500
3116,Empire College Annex,http://sonoma.courts.ca.gov/info/locations#ECA,(707) 521-6500
3117,Juvenile Justice Center,http://sonoma.courts.ca.gov/info/locations#ECA3,(707) 521-6700
3118,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
3119,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
3120,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
